6.743702656442213682e-07 1.000001091391587561e-100 2.129834054398958842e-02 3.442803854598640107e-08 9.687439388529386353e-01 9.956741508216805300e-03 2.702965508266284104e-07 3.531459861547185474e-30 1.000000000000000020e-100
1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01
3.514172939977388416e-02 1.217727765843425874e-02 8.323956296130075039e-01 6.902687271071447294e-39 1.743994673101318879e-02 1.028454165977710916e-01 7.487008848020677762e-73 1.000000000000000020e-100 4.142571205087682822e-28
2.281516969903567284e-23 2.223162343195692775e-16 9.999737070396003125e-01 3.548917570649824275e-50 3.406739595610192530e-82 2.200635309739947276e-17 1.949531258924092516e-41 2.941999231928001985e-39 2.629296039933440575e-05
6.357309221709590262e-16 3.608324749262512080e-40 4.524351855567890747e-47 2.586815614958483313e-81 5.856235283213065996e-12 9.999999999941430184e-01 2.510146778458245136e-40 1.267342219612363459e-16 1.000000000000022481e-100
2.447655040683795693e-32 1.766922876009786203e-33 3.318788120871894144e-45 1.000000000000000020e-100 9.758916066362607333e-01 2.146231613581835701e-25 2.085878818470140783e-76 1.000000000000000020e-100 2.410839336373932565e-02
1.031920518313338308e-11 9.999897843978537981e-01 2.527592673067535065e-61 1.472198079638940909e-69 1.838125105509036931e-07 1.003176758937303361e-05 1.172718326013217771e-11 1.730806313391209894e-86 1.046343653141640556e-71
1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01
1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01
1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01 1.111111111111111049e-01
