7.780739681452139567e-06 8.241163329893749605e-07 2.711197186684045218e-04 3.103256477334447559e-06 7.139178470238222857e-04 2.089496959240834915e-06 5.159244548656287399e-04 1.654728276781871135e-04
7.780739681454091131e-06 8.241163329893749605e-07 2.711197186684990643e-04 3.103256477334230719e-06 7.139178470238257551e-04 2.089496959250375895e-06 5.159244548655350648e-04 1.654728276781584906e-04
7.780739681547332517e-06 8.241163329856886731e-07 2.711197186686170255e-04 3.103256477427472106e-06 7.139178470240113705e-04 2.089496959250592735e-06 5.159244548657241497e-04 1.654728276783458407e-04
7.780739681454091131e-06 8.241163329893749605e-07 2.711197186684296753e-04 3.103256477334230719e-06 7.139178470238066732e-04 2.089496959254387443e-06 5.159244548656044538e-04 1.654728276781827767e-04
1.320459492386016342e-01 1.340172255318564931e-01 1.249226670141300732e-01 1.325919897804534453e-01 1.981577194941702702e+00 1.343055430408544859e-01 1.217559157166394901e-01 1.405259952284734770e-01
7.780739681354778212e-06 8.241163329894291706e-07 2.711197186685233504e-04 3.103256477332279155e-06 7.139178470240131053e-04 2.089496959250375895e-06 5.159244548655315954e-04 1.654728276781697663e-04
7.780739681452790088e-06 8.241163329893749605e-07 2.711197186684019197e-04 3.103256477334013878e-06 7.139178470238118773e-04 2.089496959250484315e-06 5.159244548655333301e-04 1.654728276781688989e-04
7.780739681451922726e-06 8.241163329894291706e-07 2.711197186684019197e-04 3.103256477332170735e-06 7.139178470240096358e-04 2.089496959250592735e-06 5.159244548656287399e-04 1.654728276781827767e-04
7.780739681356512935e-06 8.241163329857970933e-07 2.711197186684262059e-04 3.103256477331737054e-06 7.139178470238240204e-04 2.089496959250267474e-06 5.159244548655073093e-04 1.654728276781584906e-04
7.780739681451922726e-06 8.241163329990785699e-07 2.711197186685007990e-04 3.103256477333688618e-06 7.139178470238222857e-04 2.089496959254495863e-06 5.159244548655333301e-04 1.654728276781688989e-04
7.780739681454091131e-06 8.241163329936575591e-07 2.711197186684019197e-04 3.103256477334339139e-06 7.139178470238257551e-04 2.089496959250484315e-06 5.159244548656287399e-04 1.654728276781732357e-04
8.884821382692406622e-02 1.471010224089965290e-01 4.872735171474951860e-03 1.037986910526160766e-01 1.483279196979802872e-01 1.343055430408544859e-01 1.217559157166394901e-01 1.405259952284734770e-01
