1.524428141906644186e-03 3.237829865374840157e-03 1.685126569205375820e-04 1.871027238270946743e-03 9.666693834059460948e-05 4.851375844850763785e-03 3.180846446525037002e-05 4.376195435524828092e-02 3.083619015275302841e-02 1.233590003926752707e-03 7.844243185747991733e-04 3.699707467209256955e-03 9.394039493267242885e-03 1.733644491192040348e-05 6.238636516343405714e-02 9.493430661631947765e-03 1.990655248351126672e-02 2.508962435533702851e-03 1.191526515883190810e-03 1.371726023619530312e-02 3.920301729909728139e-02 2.111157704202369656e-04 1.149043562990842079e-02 1.612992150923634946e-02 4.067141095713981691e-03 6.197664905402221376e-03 9.840413476089872755e-06 7.837685091002511567e-03 3.905569925464005138e-03 5.549215709015436343e-02 1.225266697401767614e-02 6.067870229992687603e-02 3.055140385077485332e-04 6.641047667837274293e-02 7.880132341475078878e-03 2.155208277202399201e-04 1.668169992115328404e-01 3.102888284359462480e-05 6.555712516078496775e-03 5.225756992504205362e-03 1.370792604692290008e-02 2.314063227933655775e-03 1.528456140909044501e-03 6.410889887160960273e-04 1.830267889367915256e-03 2.926561878289403798e-02 3.898200909714349266e-02 5.180302092849749067e-03 1.383740619293566919e-02 6.903061126916948571e-04 7.613702587113119355e-06 3.992957825619029518e-04 1.855721360087511692e-06 1.142541321544960969e-03 7.411277237934388307e-03 2.031396317904953300e-02 3.482704787402656627e-02 1.929410504268026317e-03 1.413911521682211479e-02 7.822547641397598452e-04 5.848475268403939380e-03 2.809160430234886735e-02 6.133242652716103943e-03 8.468427177900857833e-03 1.529431532583094139e-02 7.967081666859806080e-03 1.849733676679675767e-02 3.841337716115735684e-02 9.858115268311838327e-05 6.256902735780402484e-04
6.476808297490663224e-02 3.045406386105190336e-02 2.597311873194748863e-03 1.948105357039937868e-03 1.766714225579463227e-02 2.027571608766588407e-05 2.412310155292382498e-04 6.455033150953159039e-04 2.819323191701901196e-02 8.721948076108290010e-03 1.110374636948917131e-03 2.206983571500906877e-02 2.944199632686053322e-02 1.459250117057156113e-03 3.255462391375150099e-05 2.794161965798132655e-02 9.646764179897899041e-03 1.447575774802259017e-03 6.029839513761270885e-03 1.263080938727871583e-02 9.444281234628492533e-03 1.386020484360872768e-03 4.425675977963926949e-02 1.433654513832095063e-03 6.960218646868881814e-04 3.078221185232204310e-02 1.109934038561504821e-03 3.178411446028493043e-02 4.027459689934434484e-02 1.447394423956479582e-02 1.519280762988051668e-02 6.612941284197705193e-05 1.611583025403116442e-03 2.636514468307157855e-02 2.585088202602590812e-05 9.786486765360188911e-02 1.964565963807185902e-04 1.527133106188047901e-02 6.164103228925137297e-03 1.230568481105103265e-02 1.853468997477970923e-03 3.406326833279607526e-03 1.379822683077856597e-02 1.563430011341320619e-02 6.821757599634267061e-03 3.471941937326374159e-03 2.809946378368469600e-03 2.603075671562696605e-02 6.880485528570341562e-04 1.965612902659006136e-02 4.324627677322007667e-03 1.909296274975788230e-02 5.365929038942130955e-03 6.535763981527450972e-02 4.517780202515808002e-02 5.044514554057227341e-04 5.191793731516305965e-03 3.711539089330303381e-03 2.460385434882578909e-02 4.064800888703597181e-03 1.224587117891437656e-02 4.586832230864274634e-04 3.833041348370484075e-03 1.904221455213172404e-02 7.876344528402263317e-03 2.844200800097197984e-03 2.803935689942812365e-02 3.160603069435813438e-04 1.728749602957366932e-02 1.871741267983702967e-02
3.139398256714356211e-03 1.534241740591827177e-02 1.460806319691310574e-03 1.885919596361059500e-03 4.731061101103804789e-02 2.050491170544227817e-03 8.122712441140874512e-03 1.448767798923625977e-02 1.336550267674510963e-03 1.079101374677498247e-02 1.685882890704951467e-02 1.864106359322920820e-02 1.149377906523775528e-02 2.085633284787234958e-03 3.776304248375632420e-04 1.434410889174199920e-02 1.136484104732622506e-02 3.801941159745575449e-02 3.040764307963369009e-02 1.710619680278876228e-03 1.782330805538199711e-02 2.973029829600047809e-05 4.233038938770052051e-02 7.858682526392268830e-03 1.505648114166472284e-04 4.317232625448916283e-02 1.303858079815405327e-05 2.424774779526216346e-03 3.662518674894341131e-02 6.868789787597476531e-04 1.581199788897812500e-02 5.423203202018601898e-02 2.497051521644309477e-03 3.178080370331032301e-02 6.533241010878147899e-05 1.003042230267017082e-02 1.996381426162138067e-02 7.399494273135061306e-02 2.717548123788552267e-05 4.207954852862737238e-02 1.783363335124500682e-02 4.116031107338228613e-03 6.600834073401382117e-05 5.534367643773296062e-03 2.533643828449380977e-02 3.234352060253213243e-03 1.139986633197317229e-03 6.512193056291966202e-03 1.364856519597740410e-02 3.274329573986542452e-02 8.039089934269642856e-02 2.568275866318366768e-02 2.109089972425147973e-04 4.054892858003072417e-05 2.237336409140927064e-04 6.616389902723687888e-06 1.849034481015776610e-02 6.400990955374402484e-04 1.247855741289365149e-03 1.637014451282070310e-03 1.811608036201510855e-02 5.423750359354360473e-04 5.681789425404481630e-04 1.910786635641506179e-02 6.832538485822014541e-03 5.123347356192226205e-03 2.952206387817768451e-02 1.140831151789953833e-02 1.721296375702216150e-02 1.463785913620745665e-06
4.519194359666239315e-03 2.012842511577261212e-02 7.902364320718837168e-03 7.391806737213822871e-03 4.195182984459394746e-04 5.553803309153430671e-03 4.261625301911640268e-02 4.496337749052878416e-04 4.274250450655865674e-02 2.435929419124686218e-03 1.056411012057208740e-04 4.147443075161522710e-05 3.523027823253922081e-02 3.848060595253189340e-04 2.706662066015428129e-04 7.452116403800256028e-02 1.882130481170961453e-04 4.390255729459445998e-04 4.925771259860159011e-04 6.977695542484945324e-04 2.143682682999365451e-03 2.660061188982620455e-05 6.490274202801500289e-04 9.518497700135106904e-03 4.545797695779157238e-03 9.624526932315297231e-04 2.478938490078155810e-02 1.307510775054448494e-02 7.193046171532736614e-03 5.966198470883108740e-05 2.839495110078791174e-03 2.094796524822471241e-04 6.456587218831100553e-03 5.153733787500399538e-02 2.685783086069793227e-02 5.398594130496432719e-03 5.468241810995529834e-02 7.368551083292153650e-03 4.060610949829918798e-02 8.649044715860811083e-02 8.531963147740937586e-03 2.238474011577319678e-02 6.437062238929668057e-02 4.314812821451277126e-03 1.682202954045656975e-03 8.308269618739363635e-03 6.509405189716721942e-04 2.504940095643997267e-03 1.389511728820703833e-02 1.359071369451126700e-02 1.370904758457442557e-02 1.516294364850632299e-04 6.027233371653101246e-02 4.901745184312721276e-05 1.252550015892259748e-02 1.109844062397259169e-02 1.188195641862108826e-02 6.127561577729948028e-02 9.164775478276657866e-04 6.941897554935841597e-07 8.346146493267952993e-03 6.223626104545579990e-02 1.747664745682313107e-03 1.857478099998411758e-03 2.588094569691507061e-03 1.278755820806518582e-04 1.856493228487587650e-03 1.549620471010958352e-02 3.828204416167737731e-05 1.649305390623440710e-03
2.495586021247794047e-03 8.020562977547860545e-03 2.393892286784014183e-04 7.444790127989797321e-03 5.938244408180013562e-02 9.167609773836862819e-03 1.050405033148519088e-02 4.321813688942083807e-03 1.585662363392118044e-04 2.428258573430704863e-04 9.604590652826895669e-02 6.896583012438475997e-03 2.285666510944919810e-05 2.094070814109616138e-02 2.746188951969793460e-03 6.430080904747191572e-02 9.260964566003174019e-04 7.264022142553233294e-03 2.589869829399259627e-03 2.420380479740433331e-03 1.410168881344570600e-02 2.473747867791484256e-02 6.814345248361712570e-02 4.352346937480470606e-05 3.144842368513888365e-03 7.431029903794911760e-03 8.055057234665305432e-03 1.037644463411878035e-02 1.056966781298504868e-02 9.646576308042422084e-07 2.041444220669621015e-02 4.073386909218938007e-03 1.896871455343828242e-03 8.402483488181233210e-05 6.896745705260641686e-03 7.956659051230084506e-05 8.225059367209558610e-04 2.751342109645267629e-03 4.337188231732382049e-03 1.719152264392576025e-03 2.423719073744967558e-03 2.770581201447964471e-03 1.076193971538233832e-02 3.737740864056285101e-03 2.201394649311695650e-02 1.869473211669892086e-03 1.883020093082251548e-03 4.072794450453160603e-02 3.489377740198353756e-02 1.276826806146768301e-01 9.538084557490887280e-03 4.939160930318393233e-03 4.300208005847436926e-03 6.697463765261546693e-03 4.616303327660355865e-03 2.389018572136714005e-03 7.295404381356524609e-03 1.096616913070271558e-02 1.197765481917634708e-07 1.027319631133644974e-02 5.618455976664293167e-02 3.076294823166342285e-02 2.368313834959988231e-03 2.494314178748279973e-02 1.973731159183926206e-02 4.013576823899965215e-03 1.716229925193007869e-04 6.381359156656584103e-05 5.282033573396857640e-02 3.343987832781065983e-03
3.005823847610734011e-04 3.008270783977797132e-03 2.763449246893665630e-05 7.122905378365771561e-03 3.988031486509679285e-03 5.625242845697386168e-03 1.631532249325075984e-02 1.051444832677886181e-02 1.253311111902092288e-02 9.945138452739988796e-03 7.646543754631235541e-03 1.620826369089216508e-05 8.699021452859326264e-02 1.444415438368915929e-03 2.045442456492928621e-02 8.682596648861300517e-03 6.150449287779017303e-03 1.640030217675413765e-02 1.477385135022986698e-02 1.034921273590108312e-03 2.575817105312495914e-03 5.126454320905204226e-04 7.105138119542294024e-04 6.775339921007243749e-02 2.462207119504955955e-03 3.203450536182061992e-02 1.612335270795944506e-02 1.336205688198876390e-02 2.296249246220875492e-02 3.186137068784123533e-02 5.532103721641973282e-02 1.132927110810263982e-02 4.545512598115871751e-03 4.629510134083254097e-02 9.614067992872737597e-03 9.123860487545172983e-04 1.198826522722308899e-02 1.135764446535289691e-03 1.410847834885844451e-05 1.362174543166380300e-02 4.975436053341705800e-02 4.962348030208665103e-04 4.626150529570890492e-03 3.087105734173903673e-03 3.881279676824045399e-02 7.170019941569220293e-04 9.806176066067900932e-03 5.566482282577552010e-02 1.568751477773431408e-02 2.238111519542628630e-03 8.723372590662090489e-03 2.336511285389141455e-03 3.040450333281847356e-02 5.432948263176607594e-05 3.774830100678522229e-03 1.758944014256610608e-02 2.217593733910525403e-02 8.232835741707109772e-03 1.158643616319685217e-02 9.046909674200387039e-03 1.333040764974233183e-02 5.207611702226715156e-02 1.772176132306902720e-03 3.967969397008009377e-04 7.388368614163397415e-03 1.748958086274973603e-03 1.189769970387658839e-02 6.100984204365767199e-04 3.277527335651701790e-02 5.078486949436766297e-03
1.969849901989816077e-01 7.799097080488789848e-05 1.283180246770571076e-03 1.133787933536433437e-04 5.995138582168340995e-03 1.579724851503661433e-03 3.365762907009451114e-05 2.461533315032457276e-03 2.005451181442979847e-02 5.289598543148043425e-02 2.257447516489525293e-03 7.617490126101802810e-03 5.705634156583850279e-03 2.874346321436784939e-05 6.320864043551541970e-04 4.119241519426626759e-03 1.615403516997087133e-02 1.543769766459625542e-03 5.533080652542466359e-04 1.577528787111082608e-04 1.242306195977678287e-05 6.067843668151074429e-06 1.433846759343512507e-04 1.064942576690284349e-04 1.062155379703849829e-02 1.718269862689343706e-03 1.019262458764011448e-02 2.139113332397272471e-01 1.244376449314848294e-03 2.009633105081676252e-02 4.156228482843453247e-03 7.167911864379038732e-03 6.880526557477896950e-06 1.083733418750231457e-02 7.634603227518735985e-07 3.511523876006270462e-03 9.179093376057425799e-03 3.015764727085114543e-03 8.236708842602455394e-02 3.662545699712629194e-02 9.200875855967699567e-04 6.576343018659725793e-04 2.131916531307040223e-03 1.858499804102346497e-09 1.016148368578765650e-02 3.067321170778633532e-02 5.927886942739924586e-03 2.615950906033272846e-03 3.935268875412591821e-03 2.044935970806979826e-05 4.858075556130567706e-03 5.191994304848709767e-03 4.945314255148152739e-03 2.573348457064493283e-04 1.066661868576526673e-03 6.465507915478075837e-03 7.431142189379634500e-02 9.777243675591192063e-03 1.303608822727520510e-02 2.897670681128795662e-05 9.217367377427483979e-03 4.290908860229416741e-03 4.582080291378606775e-04 2.225700138939893849e-05 2.575520494718508326e-03 3.285498556140729475e-04 1.218748649719554383e-03 4.745830006757006990e-04 5.882557685694413639e-04 6.867258430789303925e-02
1.010657036904594464e-01 2.553326927860482425e-04 1.916137831316706841e-02 1.729340949785104081e-03 2.355659046446414361e-05 1.833564216952724649e-03 5.762000939784803558e-03 6.999964076359940952e-03 1.168401693397683738e-01 1.143502733831074048e-03 9.724104029090023527e-02 3.556816908646685208e-03 1.789883045338468148e-02 1.372069546883025910e-03 4.277750014762473230e-04 1.325548330206838959e-02 9.954936416279528810e-04 2.835677802689733806e-06 1.463064627227798724e-02 6.908414720570024096e-04 6.841574995839558174e-04 1.234720791278843231e-02 4.296246569451184216e-03 1.467535650999094755e-02 1.139013760058994393e-03 1.051725586855781214e-02 2.733149073581287933e-02 7.017484912985194221e-04 1.687118721581967393e-03 9.648901027562705466e-04 2.606878251728948770e-02 3.159199896165421073e-02 7.361652357522031724e-03 2.205084539688662026e-02 4.149078348802169385e-04 2.469021238409437741e-02 6.940378562663791773e-02 9.225654431550271879e-04 2.634687364103390286e-02 1.004610097337787361e-02 9.136371136324021201e-04 3.789131664900148577e-02 1.417236233167116013e-02 1.844885834306230106e-03 3.123090752164787509e-05 6.205172861645587463e-03 7.829591634649081880e-03 9.992433063360126391e-03 3.340512531276803275e-03 6.151586172701007695e-03 7.559349310444357650e-03 4.909611202814010561e-02 4.309014418412325520e-03 2.874040063595987432e-03 5.645548040068154756e-03 3.691435021073916881e-04 1.066837425838949123e-03 1.017971810972692485e-04 1.227136090865535434e-02 2.072947421869341875e-03 9.898446790634725800e-08 1.318182439094314881e-04 7.438944294186790665e-03 1.851699765174790596e-02 5.001151629642089369e-02 2.553364825601025026e-02 2.897181861032135756e-03 9.052878416013846949e-03 8.559736630548783407e-03 5.989742546770563877e-03
4.826658958160851692e-02 1.430614102605214447e-02 8.885463537761241048e-04 2.664298368300014805e-02 5.600055833747394525e-03 1.043912693932176833e-03 4.729812166980073770e-03 5.226621411493197894e-02 9.585586473284090627e-04 8.649305754167800619e-04 1.720102788285360427e-03 5.120510665333571215e-03 1.777196780936654303e-04 1.926293346145707686e-02 2.679173951607618630e-04 4.152724920434672055e-03 1.368922927989745832e-02 7.276854264838285118e-03 3.553811317006486115e-02 1.136529780266038944e-02 4.935411345156831553e-02 7.567721686016111449e-03 3.698397927623028865e-07 1.020705450488344768e-03 1.645476839724271945e-02 2.837794970753146004e-02 5.294941430508857960e-02 2.085534512566095122e-02 1.858124304586509373e-02 4.357671256978051799e-02 1.019546024296350516e-02 2.976116392354475736e-03 1.849439687737938244e-03 2.581712719257170038e-02 3.598541745414234484e-03 3.333499284233567422e-03 2.267280428663185667e-03 1.246929710622531398e-02 3.556699449389017637e-02 4.653656690304838056e-02 8.615732628404522073e-03 5.850529177544980573e-05 8.415682100097880355e-03 1.209302715682001803e-02 6.148923089392473867e-02 7.100291734363541225e-03 6.695623735779588922e-06 6.925321118068045179e-02 3.394412662616161890e-03 7.736667692730949016e-03 6.772970332440865320e-03 9.776778870882447611e-03 2.687685068529653727e-03 1.782517979887076831e-05 7.871757061062519684e-03 7.993485694664849775e-03 2.403134206945301574e-04 2.128886704681037453e-02 1.102382555638480900e-02 1.136487201984451648e-02 4.860482499773759006e-03 2.560127576666990892e-04 3.599433654939210303e-02 4.622426175345971343e-08 1.113050387562492666e-02 3.988341656117011698e-03 1.247648023178686214e-02 1.597547852048135041e-08 3.657178875304264998e-02 3.233910145508518100e-05
1.083396538832490097e-02 1.728055277042397095e-03 2.154413333320937679e-03 1.385526825934991178e-02 3.011916145479369335e-03 4.410222860245898704e-04 9.178830361036762354e-05 1.926018974522446725e-03 9.653871542315381471e-03 1.716344447844291021e-02 8.098326848695455368e-03 1.801110624621324687e-04 8.683975808727439211e-03 4.788826502430227022e-04 1.575285144494550926e-02 1.206531525859477110e-03 8.169444522284636373e-05 2.984765010551956860e-06 1.742574290660344307e-03 2.441293268947630855e-03 7.767075443504351320e-04 5.987465726452202404e-04 8.642747324216399382e-05 6.076198976190095441e-03 1.766575285005208065e-02 3.052480604059516073e-02 7.122436698200086680e-02 1.255585779326015838e-01 1.849243642775107166e-02 4.392185182343466554e-03 3.774362930707285835e-03 2.049481532539844386e-03 3.010564601250470713e-04 2.982491358968670028e-02 1.984940654562031905e-06 5.996560685720997430e-02 1.026101010594547558e-02 1.218342090802775404e-02 3.150995248876005406e-02 5.945063583851017443e-03 9.794051525948780854e-03 3.443488084312850556e-02 1.341735998176634380e-04 2.453163905171935541e-02 1.290305379800823028e-05 3.166001986628733458e-03 5.845115200312527015e-02 2.455086401892644238e-02 4.458629000258177572e-03 1.981404926061464903e-03 3.700243727658147214e-02 2.356626964979404392e-04 1.938553952297799405e-03 8.808678348084854684e-03 3.665956895835893910e-03 4.248990846676720806e-02 5.918758161543326551e-04 2.522928879459826273e-04 2.805334564453144594e-02 8.633261173770301333e-02 9.196097152606903271e-05 1.188218920504274800e-02 7.291857299857402910e-04 1.199394803875249681e-02 1.773437507863546893e-03 8.707647087904561017e-03 4.059012157951328095e-03 3.678383826632392745e-02 1.852485319507720697e-03 2.049722250484212541e-02
