1.360982502416426682e-02 6.430672801161517460e-03 2.039481090889410167e-02 6.950531184008325964e-04 6.799530747549550891e-02 4.171653249276287972e-03 2.265556801682819948e-02 7.876521819356890755e-05 5.349486206894280005e-03 5.161144304004405305e-03 6.070741155333541327e-03 2.435896934920322044e-03 1.644824416749330609e-01 2.370230900538609854e-04 7.605004835311784429e-03 2.377976019801135844e-04 4.226453367667103601e-04 1.453942378432237538e-03 1.258991246628020626e-03 1.325231898390428868e-02 1.223533369339101467e-04 1.932577826539688248e-03 2.471258755351943151e-05 1.070762568934666365e-03 1.084585955727631826e-04 4.119491921350120628e-03 1.167409245662865726e-02 2.327520024182396743e-09 6.946326127829674513e-02 1.051166370124919942e-03 8.417782292838859454e-03 4.030476419131848870e-02 5.531820958206071920e-02 3.412172887047805470e-02 2.909890510487928711e-02 1.332021694260620559e-01 5.958849378638067518e-03 6.081002818479975397e-02 4.936692901538832640e-02 7.171220991296997464e-03 5.617879939867036904e-02 1.095634826353054231e-02 1.221747925442539791e-04 5.349260051020875671e-03 2.576027478381036438e-03 1.772098316333115247e-03 2.989475171014049915e-02 3.336441807192374459e-02 1.184296481040968187e-05 2.437723083852988935e-03
4.478949109245967952e-02 4.917162122788232975e-02 1.629422052859445802e-02 1.020025467929840633e-02 5.040712927699649883e-03 7.629634102158905189e-04 5.078908041818624985e-02 7.759901391520129810e-02 1.777878901436633421e-02 6.313813535140001419e-05 1.067634298936944240e-02 1.465349981804326719e-02 1.778028470866344958e-04 3.264164899600538461e-02 3.191267976769754933e-01 5.954578108175203471e-03 3.280979029946777537e-03 1.392235042980175539e-03 8.223084576354979663e-03 1.992725342197120345e-03 1.444315582647303286e-04 6.231889259542922749e-02 4.574697012038029392e-02 3.360143501081276629e-03 1.114541348322322361e-05 1.066264286881574846e-02 3.253517753146449869e-04 1.126741296156048828e-04 3.605080709062886187e-03 4.042145164075687525e-02 3.912067986791206882e-03 9.377790648137531273e-04 1.168901142619710063e-04 1.196519447837878896e-04 4.232615492201679055e-04 1.054791171349058225e-03 7.863097186189730399e-04 9.430918834086273513e-04 9.782972883681731111e-03 2.792285170492018651e-04 1.519119735570716723e-06 3.277015678599040117e-03 2.321386883309461101e-03 3.235334816364356103e-02 4.726614083893283021e-04 2.314151156806133151e-04 4.509723049624286655e-03 9.035083714871212923e-02 9.955766667745008167e-04 9.812707842958613008e-03
1.506077897357317383e-02 2.759215358153964404e-02 5.642028989611828135e-04 5.632039010789993000e-02 7.842074348494404434e-02 2.475834100876299175e-03 1.994333381434233200e-03 1.522033441315012899e-02 1.147529114112684837e-02 9.255454820218987980e-03 3.394911472120126783e-02 1.151601251134173019e-02 2.297829850611913112e-05 5.706786012742863338e-03 7.744283437496043976e-02 3.377401902864950178e-02 1.552067274632496234e-04 5.427839278581868786e-03 2.332735406163083045e-02 2.029623409945054482e-02 2.339889142574782654e-03 3.377534972811047087e-02 7.184024301787493225e-03 6.861332475933218334e-04 2.525570071247258797e-05 3.988941282198474325e-02 5.359702840755434065e-03 1.116460067229475550e-01 4.709469920998538006e-02 4.013509033666865476e-04 2.618775113312110311e-02 1.028268214565674217e-04 1.241942114138412309e-02 2.285736584260628123e-04 9.427823869247417207e-03 5.220559974985563255e-03 7.574922920296211042e-07 2.773265451434038173e-02 1.424289218187235447e-03 3.643612660523674640e-05 9.300687265625925959e-02 3.891811130350396504e-03 2.533016982311799524e-03 5.772619997333710423e-02 1.185996712002905344e-02 2.296481778391857784e-02 2.929905955654101436e-03 1.463681232214248361e-03 2.524154621295301645e-02 1.720136636485541243e-02
1.011574031048651998e-02 1.028032435406577710e-01 7.846990523198181522e-02 3.932617688837016493e-05 4.390076296418583932e-04 8.951114240974451797e-03 3.069746677532053408e-06 4.491050752545119873e-03 2.836008587546189411e-02 1.672117810355344333e-02 8.207087311001929134e-03 6.575924145115145947e-03 4.086245678905245891e-03 3.729690138033929514e-02 2.308908920931428480e-03 3.485141404212648009e-02 1.979101685619540345e-03 8.836627743829389686e-04 1.231739914277662357e-02 8.114610089597809606e-03 7.934308627781057333e-03 5.744826157768177398e-04 8.062332225213704066e-06 2.344737328327750961e-02 2.003140169891186317e-02 2.459314449960765901e-03 2.242319979119294579e-02 3.529149072351023264e-02 4.816507379275926999e-04 9.648960782988180848e-05 4.020956602319782601e-03 9.988949436866292886e-02 3.722929142255942264e-02 1.097584350358022379e-04 1.046925027846480963e-03 1.449986080120535537e-02 1.755124205378024924e-02 3.777095719532214553e-09 6.556686773774209054e-02 2.017914491619328052e-02 7.156405620926552594e-03 7.352036199870024338e-03 9.485544166453697967e-02 4.398628296208633923e-03 6.963860904223331295e-03 8.430180548605677171e-03 7.265111488444486992e-04 5.918945658756388957e-03 6.688235811940897169e-02 5.745933604811866852e-02
8.967158676600540945e-02 4.900071854360112111e-02 1.095307096266032870e-02 5.819761401794649319e-03 5.025797133932757279e-04 7.961011519380311804e-03 7.455315227005296363e-02 1.028309308154800282e-02 3.239294021015468733e-02 1.443323391632240528e-02 2.457956356539989270e-05 4.766881341331511064e-04 2.607737534929284706e-05 1.435721204275264978e-02 1.836825501616771994e-02 8.373944435353752533e-03 2.115967458465651575e-04 8.290475408635811227e-02 4.504507027495794312e-03 9.143832876216961142e-03 2.311546547758862237e-04 4.169900329705178779e-03 1.384036266874597194e-02 1.033544584663446055e-06 3.087857113989233692e-03 2.045459054355467773e-05 1.777800993998004519e-03 3.466790323024924493e-03 8.231033729193454329e-02 8.160196288985106013e-04 1.993404667294406893e-02 4.745923078490260822e-04 7.270244565980858026e-03 1.151836590057801930e-02 3.432908381119235703e-03 4.499402267955539270e-02 1.548423236983545170e-01 1.146958619257587228e-02 2.025883929096299052e-02 3.531183559392273713e-02 2.137583672118253280e-04 5.778449952619743216e-05 3.378705878144351582e-03 8.416630816666411177e-03 8.367732679470327173e-02 2.403241971342805639e-03 9.526122174934507729e-05 2.755385858780412534e-02 2.101060211713362547e-02 1.757633522266743553e-06
1.773093734210780953e-02 1.228781304093756743e-01 4.867325938555773501e-03 1.943857538226041390e-02 2.917095376534336454e-02 3.595419869939764368e-02 2.879357216461331942e-02 4.621320844282935931e-04 1.106332316023358152e-02 3.643000220082300011e-04 1.385372640730404004e-01 2.669953852123391549e-02 3.828196542642739453e-02 5.171921229571965935e-03 1.658886626857094398e-02 2.742326684715676636e-04 4.704524533694199803e-03 2.554801066767857162e-02 4.942732404337743003e-03 8.065901153414151237e-07 1.144771901317176161e-04 1.090699145099952201e-02 5.473602924612202061e-03 1.143890232533728655e-03 5.830005418471579303e-04 3.756133906078890777e-02 4.208069760138325214e-05 8.930809890191323056e-04 1.523016135673382561e-06 8.917235600824066610e-07 2.071312727004797168e-05 3.700856503843671409e-03 8.548085380079524032e-04 1.530339399768375873e-02 4.154551132701680277e-02 1.564812858530433004e-02 1.610077933558169971e-01 1.383496414872936731e-02 9.201159915318338905e-03 7.113782508310164711e-04 3.415112567063261027e-03 7.310896493541964997e-03 2.602404264987777383e-02 5.588808072335831857e-06 1.270499033551450788e-02 1.900236586823868951e-02 7.219134158669754386e-02 3.942512280093953171e-05 7.226211158855119776e-03 2.057128480819964654e-03
8.223479323671198035e-03 2.316561054670697450e-02 1.395142152834779464e-02 2.467949937072593230e-03 4.952125348824797969e-03 3.635199440828783615e-03 1.176851580796968166e-01 1.905052317061749559e-02 1.572396203387554925e-02 1.901349821607144566e-02 5.874751270203776299e-02 3.321055110716068376e-08 1.041200872172185349e-01 3.384096799002443701e-03 1.182374623359737668e-03 1.597778769819607064e-02 7.810370639205639447e-03 6.483075834435653639e-04 4.052150698663459227e-02 2.088474090879662362e-02 3.356574864625940652e-02 1.573092382501454015e-02 5.889692994092322539e-03 3.775303304727136572e-02 1.636096421998246148e-02 3.691788455862367053e-03 1.241423726606692094e-03 1.796942387454693486e-03 1.033764529772431505e-06 6.706650329253700804e-02 1.140447217778501644e-02 3.907510705513561958e-03 1.070444978010750550e-03 2.182800671406751308e-03 7.863852246944486035e-02 1.916653687607153928e-04 1.669993448136431607e-02 1.038336751443180847e-03 2.690588075629319817e-06 4.354732711219180818e-03 5.724572476311343052e-04 5.098449127798072161e-03 5.890849391933095439e-03 5.189433244393041635e-03 1.201004193612653474e-02 4.059594784499409581e-02 8.810585268206248821e-02 3.129486130224543028e-02 1.113308665158908259e-04 2.739586509950630092e-02
2.682439395818377315e-01 1.388473373930671027e-03 3.533684772242436795e-02 1.364856165185540926e-01 1.410822883013925985e-02 1.626725233847189228e-02 6.286201398075457955e-03 4.137626495936273102e-03 7.779122372875941572e-04 1.373566221289292989e-03 5.315805863530095518e-05 2.927907597338833337e-03 2.930721256889149990e-03 7.972521310385104762e-04 6.815894299890923151e-03 1.625142423602692412e-02 1.144971947816971012e-03 3.538952519295793589e-03 1.809545742498787032e-05 5.981080887661862147e-04 3.968189668394454805e-03 2.651136856349337913e-04 1.266382458111420251e-01 4.324339764847125178e-02 1.064326782051230186e-02 1.951083965294263256e-02 1.123967206241359732e-03 1.587673962271317699e-03 6.032096764411893757e-05 1.229576156487521962e-03 1.230515980170056312e-02 2.369186307840928651e-02 4.981515498701545065e-03 9.831152623064474960e-02 9.470815346137869501e-04 5.415753721657608384e-03 6.998309021962167411e-05 3.078792743871448280e-03 7.129849893117316817e-03 3.029509368427748053e-03 1.063374228795785359e-02 2.557654760423111982e-03 2.606646911793404457e-03 5.302161408029171241e-02 8.669733763769345629e-09 1.142124554091544439e-02 1.149898422125294681e-02 1.525421701170780403e-03 5.234212568826312681e-03 1.478669140545865908e-02
6.869629149480323770e-05 3.413872010262096870e-08 3.432159100814811616e-06 5.186548533017241861e-05 4.411533612439489521e-02 5.422539828841697884e-02 3.090995325402353961e-04 6.451954634978696881e-05 9.118536151504977316e-02 4.906560853257197624e-02 1.174844183049927621e-03 7.645129962316650485e-06 2.483946969895237805e-02 1.415360530039045913e-04 3.360959854457871380e-03 2.294464858021426389e-05 1.253846577921614164e-02 5.302429753185869572e-03 1.327437560256742970e-02 7.599726876737050371e-03 4.934904138665859724e-02 4.792566593951051029e-02 3.758930035304936879e-04 3.741812651655067323e-03 1.264352420548823250e-03 7.680585334058536232e-03 3.686149952679614733e-02 6.838580997176641960e-03 6.091165058570963999e-03 3.962851851176465122e-03 1.147016701842058090e-02 7.154640979634347038e-03 1.255147350311158413e-03 1.266666727044981067e-01 8.320331454858871656e-02 1.293363698280491046e-02 7.584224221588785168e-03 3.833870798933585160e-03 6.358926977716648776e-02 8.874895409624851406e-02 7.365944422738352274e-03 6.410231306829615276e-03 4.154762124763766024e-02 3.308988488296903357e-04 2.291201022436829479e-02 6.986796955323074966e-03 8.824887717988769142e-03 8.341126259934009135e-03 2.242463429658892327e-03 1.715492374513119533e-02
7.990149907109952987e-02 1.303240335185848475e-02 1.461352408614612650e-04 1.827092590379905332e-02 1.679749143011879595e-02 1.686233829718952596e-04 9.261332026060842271e-02 8.063795020011665926e-02 1.753703015855535103e-03 4.337632099933378532e-03 7.071173605524841898e-04 1.205449399176679141e-02 1.060970252198426694e-03 1.830297915585744201e-02 1.457239315893096507e-02 8.397843458152585852e-04 2.009677231630144830e-03 1.393478135670146376e-02 3.119615155676487214e-02 3.512509180209731499e-04 4.060777709251096185e-02 4.617311258434069854e-04 1.819281048607915632e-02 1.515806118002372901e-02 7.207961055810761797e-02 4.543408712665423718e-03 1.937986478437423409e-03 9.427567856698539778e-03 1.445190351487822024e-02 1.676480522657762279e-03 6.997921582469846490e-03 8.046686481637652013e-04 3.133768386989158744e-02 3.186979292007043486e-03 1.141206181661022154e-02 2.359479165195190950e-02 4.375170870763969710e-02 3.133403611203132433e-02 4.358758527339822580e-02 8.900269811528430108e-03 6.210059458868903010e-02 7.202988250983531279e-03 1.622915543985635131e-03 2.257324149502669582e-03 1.112098835531827106e-04 2.704435444017730741e-02 6.858374997884029749e-06 7.521042164428069776e-02 1.241136228792800826e-02 2.589764325684579954e-02
