2.372371108846325904e-03 1.359891680916897744e-03 6.801043593456564812e-04 1.432080478792126244e-03 7.898266063121744951e-03 1.749262990988539185e-04 6.192453047705603897e-03 3.364874042750636701e-03 1.335079009254759586e-02
9.507989484940192193e-02 1.371971060839069501e-01 1.473481521425977991e+00 9.986198439032208107e-02 1.247195549255976227e-01 1.112933658144282106e-01 2.006323238923468644e-02 9.111166310068997964e-02 1.316465791834668664e-02
2.372371108846423049e-03 1.359891680917109380e-03 6.801043593456703590e-04 1.432080478792126244e-03 7.898266063121557601e-03 1.749262990989519304e-04 6.192453047705590019e-03 3.364874042750660987e-03 1.335079009254761667e-02
2.372371108846447335e-03 1.359891680917105911e-03 6.801043593456564812e-04 1.432080478792129713e-03 7.898266063121738012e-03 1.749262990989493283e-04 6.192453047705610836e-03 3.364874042750636701e-03 1.335079009254761667e-02
9.507989484940213010e-02 1.371971060839069778e-01 2.095140808867251625e+00 9.986198439032280272e-02 1.679832270950613882e-01 1.112933658144282245e-01 1.616337863718556589e-01 9.111166310068997964e-02 6.905079676878050909e-02
2.372371108846443866e-03 1.359891680917119788e-03 6.801043593456703590e-04 1.432080478792147060e-03 7.898266063121738012e-03 1.749262990989736144e-04 6.192453047705610836e-03 3.364874042750657518e-03 1.335079009254772076e-02
2.372371108846423049e-03 1.359891680917119788e-03 6.801043593456703590e-04 1.432080478792126244e-03 7.898266063121550662e-03 1.749262990988521838e-04 6.192453047705610836e-03 3.364874042750654048e-03 1.335079009254772076e-02
2.372371108846322435e-03 1.359891680916897744e-03 6.801043593456564812e-04 1.432080478792029099e-03 7.898266063121550662e-03 1.749262990988521838e-04 6.192453047705583080e-03 3.364874042750536087e-03 1.335079009254751259e-02
9.507989484940192193e-02 1.371923601259635861e-01 1.313086139487990855e-01 9.986198439032280272e-02 1.679832951535520369e-01 1.112933397320286094e-01 1.902144638831166468e+00 9.111166310068999352e-02 6.905079676878050909e-02
9.507989484940192193e-02 2.044631933243219901e+00 1.255365778032697388e-01 9.986198439032280272e-02 1.679832951535520369e-01 1.112933658144282106e-01 1.616337863718554924e-01 9.111166310068999352e-02 6.905015887095572458e-02
2.372371108846423049e-03 1.359891680917109380e-03 6.801043593456547465e-04 1.432080478792126244e-03 7.898266063121550662e-03 1.749262990988513164e-04 6.192453047705798186e-03 3.364874042750657518e-03 1.335079009254762361e-02
9.507989484940190805e-02 1.371971060839069501e-01 1.313086139487990855e-01 9.986198439032280272e-02 1.371559689487887868e-01 1.112933658144280163e-01 1.846174491896185099e+00 9.111166310068997964e-02 6.905079676878049522e-02
2.372371108846325904e-03 1.359891680916901213e-03 6.801043593456599506e-04 1.432080478792032568e-03 7.898266063121550662e-03 1.749262990987559066e-04 6.192453047705610836e-03 3.364874042750539557e-03 1.335079009254748483e-02
1.537947640509192970e-01 1.371971060839071443e-01 1.313086139487990855e-01 9.986198439032280272e-02 7.950882808440709604e-02 1.112933658144282245e-01 5.126774742177691024e-01 1.663144160087871859e-04 6.905079674071822049e-02
9.507989484940193581e-02 1.371971060839071443e-01 1.313086139487990855e-01 9.986198439032280272e-02 1.679832951535522312e-01 1.112933658144282106e-01 1.616337863718553258e-01 2.440879424166522149e+00 6.905079676878070338e-02
9.507989484940192193e-02 1.371971060839069501e-01 9.997289081895732732e-01 9.986198439032280272e-02 1.679832951535520369e-01 6.686437314809867694e-02 1.616337863718554646e-01 9.111166310068907759e-02 1.266498563727761623e-02
2.372371108846325904e-03 1.359891680916901213e-03 6.801043593456564812e-04 1.432080478792032568e-03 7.898266063121550662e-03 1.749262990988296324e-04 6.192453047705569202e-03 3.364874042750536087e-03 1.335079009254749177e-02
2.372371108846343252e-03 1.359891680916897744e-03 6.801043593456564812e-04 1.432080478792029099e-03 7.898266063121550662e-03 1.749262990988530511e-04 6.192453047705603897e-03 3.364874042750636701e-03 1.335079009254761667e-02
2.372371108846343252e-03 1.359891680917104176e-03 6.801043593456564812e-04 1.432080478792032568e-03 7.898266063121536784e-03 1.749262990988521838e-04 6.192453047705590019e-03 3.364874042750636701e-03 1.335079009254759586e-02
2.372371108846325904e-03 1.359891680916911622e-03 6.801043593456564812e-04 1.432080478792032568e-03 7.898266063121550662e-03 1.749262990988547858e-04 6.192453047705596958e-03 3.364874042750640171e-03 1.335079009254762361e-02
2.372371108846343252e-03 1.359891680916899478e-03 6.801043593456703590e-04 1.432080478792251144e-03 7.898266063121550662e-03 1.749262990988764699e-04 6.192453047705596958e-03 3.364874042750657518e-03 1.335079009254763055e-02
2.372371108846443866e-03 1.359891680917105911e-03 6.801043593456703590e-04 1.432080478792226857e-03 7.898266063121738012e-03 1.749262990989510630e-04 6.192453047705610836e-03 3.364874042750654048e-03 1.335079009254763055e-02
2.372371108846443866e-03 1.359891680916915091e-03 6.801043593456686243e-04 1.432080478792230327e-03 7.898266063121751890e-03 1.749262990988521838e-04 6.192453047705610836e-03 3.364874042750657518e-03 1.335079009254769300e-02
2.234690494259348320e-02 1.371971060839069778e-01 5.886752693358254795e-01 2.786426174165187453e-01 1.527068378103542678e-01 1.112856025128484139e-01 1.616337863718556311e-01 6.192472704131535971e-02 6.857202777654654302e-02
2.372371108846322435e-03 1.359891680916897744e-03 6.801043593456564812e-04 1.432080478792029099e-03 7.898266063121550662e-03 1.749262990988521838e-04 6.192453047705583080e-03 3.364874042750636701e-03 1.335079009254750565e-02
2.400201043771684528e+00 1.371971060839069778e-01 1.313086139487990855e-01 9.986198439032280272e-02 1.679832951535522312e-01 1.112933658144280163e-01 1.616337863718554646e-01 9.111166310069017393e-02 6.905079676878050909e-02
9.507989484940192193e-02 2.054151039044284310e+00 1.313086139487990855e-01 9.986198439032280272e-02 1.679832951535522312e-01 1.112933658144282106e-01 1.616337863718554646e-01 9.111166310069017393e-02 6.905079676878037032e-02
9.507989484940192193e-02 1.371971060839069501e-01 1.307928860611791422e-01 9.986198439032280272e-02 1.679832951535515650e-01 1.112933517400697403e-01 1.901395308462597855e+00 9.111166310069017393e-02 6.902870675144018309e-02
2.372371108846423049e-03 1.359891680917118054e-03 6.801043593456564812e-04 1.432080478792129713e-03 7.898266063121738012e-03 1.749262990989501956e-04 6.192453047705610836e-03 3.364874042750657518e-03 1.335079009254772076e-02
2.372371108846322435e-03 1.359891680916911622e-03 6.801043593456547465e-04 1.432080478792129713e-03 7.898266063121550662e-03 1.749262990988530511e-04 6.192453047705610836e-03 3.364874042750539557e-03 1.335079009254760279e-02
9.500985233346156966e-02 1.371971060839069501e-01 1.313086139487990855e-01 9.986198439032280272e-02 1.535988701257607225e+00 1.112933658144282106e-01 3.868992823200732845e-02 9.111166310068997964e-02 6.905079676878050909e-02
2.372371108846423049e-03 1.359891680916918560e-03 6.801043593456564812e-04 1.432080478792029099e-03 7.898266063121550662e-03 1.749262990988530511e-04 6.192453047705590019e-03 3.364874042750640171e-03 1.335079009254761667e-02
9.507989484940190805e-02 1.371971060839069501e-01 1.313086139487990855e-01 9.986198439030129215e-02 1.679832951535520369e-01 2.250350480938009046e+00 1.613718327079546322e-01 9.111166310069016006e-02 6.905079676878070338e-02
9.507989483436929401e-02 2.054149344501526198e+00 1.313072626778258034e-01 9.986198439032281660e-02 1.679832951527420737e-01 1.112933658144280302e-01 1.616337863718554646e-01 9.111166310068997964e-02 6.905079676877980133e-02
9.507989484940192193e-02 1.371971060839069501e-01 7.240977702434178709e-02 9.986198439032280272e-02 1.471599537031482940e+00 1.580916486439987168e-02 1.616337863718554646e-01 9.111166310068997964e-02 6.905079676878071726e-02
2.372371108846423049e-03 1.359891680916915091e-03 6.801043593456547465e-04 1.432080478792147060e-03 7.898266063121738012e-03 1.749262990989744818e-04 6.192453047705610836e-03 3.364874042750553434e-03 1.335079009254762361e-02
2.372371108846426518e-03 1.359891680916918560e-03 6.801043593456564812e-04 1.432080478792129713e-03 7.898266063121550662e-03 1.749262990988530511e-04 6.192453047705590019e-03 3.364874042750536087e-03 1.335079009254761667e-02
