3.731607958808189703e-04 8.838454704215896092e-17 9.343649161775230997e-08 8.767086939020733716e-02 9.099657465049738603e-01 5.678741349465379982e-04 3.724233745349950997e-06 1.418531503754420775e-03
3.546295590747868681e-02 7.893893866104882662e-05 2.070454127121029997e-11 1.488600158415932700e-05 2.474041655811454882e-02 1.104167772049495814e-03 9.657744699920863733e-05 9.385020573544083922e-01
1.294660077746453279e-06 2.024637640410735274e-09 3.870936808462933053e-03 9.556673945697882200e-01 3.087190960432244918e-02 7.164754608421144153e-04 8.871986867837754892e-03 4.031135905139070574e-12
5.736254579624772316e-03 3.021103353861844323e-02 9.625954952485300531e-01 2.981208402409335622e-17 2.027301015911274921e-06 1.296696604132943718e-03 1.584858607698913296e-04 6.867307788384498290e-09
4.696778285426306265e-02 2.233622263652377486e-03 3.920158985323624805e-05 1.423149782419099417e-04 3.431405673334197298e-02 3.375030454508047839e-01 1.434565893647233590e-06 5.787985415639490538e-01
1.281654392550388988e-01 1.708603950064606636e-01 4.925558332397744596e-06 4.328761579928831201e-05 1.939099431538474336e-08 3.367016821777429924e-05 6.832089517992980809e-01 1.768331120585860811e-02
6.083035635967243669e-14 1.355596179242904314e-05 3.360245836825327959e-01 5.461997080820181594e-25 1.343530585958336749e-09 1.622519113179404448e-06 4.672387794024258738e-04 6.634929977135677337e-01
1.070701849315039839e-01 7.863290410863423990e-07 1.397742252401771841e-05 6.856463921136697615e-02 1.684194660192299953e-05 3.105595821733011909e-11 8.243335701279059791e-01 5.209325459057167956e-17
5.055041195763742591e-03 3.601013337701776673e-01 8.955537871490594438e-05 3.296039264389409307e-01 1.663582394846176518e-06 1.843796462954225834e-01 1.120214701644568637e-04 1.206568118684208935e-01
8.028558189045165545e-13 1.307507860644925022e-11 1.815543263815531383e-01 1.150141990967819793e-02 5.062551981474210349e-06 2.532346200691426398e-06 9.741077315247535491e-05 8.068392480235562214e-01
1.955224512860353689e-02 6.020762854738234138e-01 1.118619274283360141e-05 1.665758527290369523e-02 2.204035303177883862e-03 1.323669619225276324e-02 5.552660791490032777e-02 2.907353585215954883e-01
3.027369197280238715e-06 2.135340563729672680e-01 5.492078783801903619e-01 3.600442794295537208e-02 1.043304231818621350e-02 8.923929104487500485e-02 5.400696233432810810e-05 1.015242696092942404e-01
3.047632469293601472e-04 9.849784015924953895e-01 6.181420244615869828e-15 2.236301856264169812e-03 6.115064515213211420e-04 1.068885385198539648e-12 6.721832291087799331e-04 1.119684362260589365e-02
7.464296789201868222e-06 9.606423983324559598e-09 3.497365899414699758e-19 1.011258305261683241e-03 3.199514665547693176e-02 1.551778287193259946e-08 9.669749490453297680e-01 1.115657293566080409e-05
5.924514346251067731e-09 1.076207593296061382e-09 5.432687883173499266e-01 2.512462548061569073e-02 1.211620416186109857e-04 5.594736588334087287e-04 2.713832268589583632e-04 4.306545602740014522e-01
5.259230460024176159e-08 1.124109145661164630e-11 5.029280016625813088e-02 1.940445687508730860e-05 9.365299514818392623e-01 1.421954871945274196e-07 1.315717051199618952e-02 4.785839984699113652e-07
5.263549258800725032e-19 2.793318970306749721e-02 1.991473401927018692e-03 6.160454193178095341e-06 3.304219192772780144e-06 7.562107465383900023e-03 3.766423188407975742e-01 5.858614459154380949e-01
1.035583653109073271e-01 1.776833206501877635e-02 3.046007460995578782e-15 1.820356253548353065e-01 1.166354115271998337e-01 5.538043423261932441e-01 2.619792341584244871e-02 5.912194732716659882e-18
6.500512951218768987e-02 1.477162519760905936e-02 3.137667578921694918e-08 5.031148826340913205e-01 3.112189032615405027e-01 1.826200087258190614e-05 6.029950076607485369e-05 1.058108665162570960e-01
2.032556988438135193e-03 2.964812458381449188e-18 3.298282989641657115e-02 4.465864041234229864e-01 1.353324743767833988e-07 4.915538113922286456e-01 1.262308615218651377e-02 1.422117611483296115e-02
1.577115194741728085e-29 2.993182348903473705e-15 3.968705947658193994e-04 5.068634057111009311e-03 1.664751925097059998e-15 9.942876910679842029e-01 2.251109101149172858e-04 2.169337001932906413e-05
5.905770314537302527e-04 3.953163965104689037e-02 6.143794342301019951e-01 2.074553952021181555e-09 5.339554893864673264e-14 3.176267157309392575e-02 1.307539157807405088e-02 3.006602838616218576e-01
6.445674782564570510e-06 1.901613900787557307e-02 2.027981059061493285e-01 1.268887343198433874e-03 7.681727419685130398e-01 2.045526371136231758e-03 6.685484807922395870e-03 6.668920422537140410e-06
5.708922109469322104e-02 1.401300587345639392e-01 7.725394663644286064e-02 9.062094283453399346e-03 3.196633605243081287e-03 1.471644923661685568e-05 7.065619521637102052e-01 6.691377032656458355e-03
4.334754264477660990e-01 9.398489844413324864e-06 1.542896049622399920e-03 4.146367580825920385e-01 1.219530258506898820e-09 1.503100279845416831e-01 9.681706392574754655e-09 2.548204439687388711e-05
5.790259525119759720e-01 2.791645927620409212e-07 2.971522762560988263e-06 3.359133131564657845e-14 1.625342953112198646e-03 3.731039028851713263e-02 3.727447932170266931e-01 9.290270341979151372e-03
1.461575527102377051e-03 7.252393763717821186e-06 1.233644159531932863e-02 4.424942448134354667e-01 2.961985222965254905e-01 2.468030022118471445e-01 6.989611619340673973e-04 7.242694584826501048e-14
4.257288666828340506e-01 1.598291372860345394e-01 3.774675611759389926e-02 1.003309406389620774e-06 1.047750452988168535e-07 1.122397453906658158e-03 3.310648416488141121e-01 4.450689272636487726e-02
2.052540249931892500e-13 1.624707579703606533e-02 4.914535904623122953e-01 4.739845706659706615e-02 2.590722463058809592e-07 4.245915040895852921e-01 2.030911351201740087e-02 3.556886183309606563e-16
3.633570499491754080e-16 1.143040801120264100e-04 7.259076338558347885e-01 2.124526649005169937e-02 1.004541963309624254e-09 2.301855496555703096e-01 2.944870439658584140e-08 2.254721546518437258e-02
1.802750717360006028e-01 1.907959530564283280e-15 9.545926144097740320e-06 2.680273430700186831e-03 9.524695084547910553e-17 8.170351088799718831e-01 3.611792683253022041e-16 2.718082723106475761e-11
2.843952389617651211e-13 8.901287560057872250e-01 9.226936654806909555e-02 1.865257404254153951e-06 5.525782141906044123e-03 3.238288490280759324e-03 8.834341119152695418e-03 1.600437115678630112e-06
9.696924392462559217e-01 1.018891819889967096e-08 1.654115803515519300e-05 1.783814740509343313e-02 9.986361838531156216e-07 1.611989823562424478e-16 1.243436434413093192e-02 1.749902138235079143e-05
